State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
4400,03/06/2020,-2.97,-19.6,-30.7,7.57,7.14,2.86,-31,18.8,30.9
900,03/07/2020,0.639,-4.49,-4.53,11.8,7.77,0.034,-30.3,10.7,12.9
2500,03/07/2020,1.4,1.68,3.2,14.5,8.02,-12.2,-18.2,7.08,6.4
3400,03/07/2020,1.64,-1.6,-2.89,10.7,12.9,2.67,-13.1,11.3,9.94
3600,03/07/2020,-1.03,-3.85,-3.37,3.1,10.1,-3.85,-17.5,6.62,3.75
4400,03/07/2020,-1.91,-18.8,-31.9,5.99,5.69,21.2,-30.7,11.2,16.6
900,03/08/2020,-0.0397,-6.25,-5.74,10.1,8.01,-0.895,-32.7,9.59,10.8
2500,03/08/2020,3.9,-0.861,2.03,14,15.9,-13.6,-16.6,12.4,9
3400,03/08/2020,3.34,-2.16,4.32,10.1,14,3.94,-13.1,12,10.4
3600,03/08/2020,0.53,-4.69,-2.56,2.01,11.8,-0.756,-17.3,6.92,2.89
4400,03/08/2020,-0.0354,-13.9,-36.6,2.65,10.8,23.8,-32.3,10.1,9.95
900,03/09/2020,-4.01,-7.31,-8.63,5.72,2.44,-5.59,-34.9,3.58,4.55
2500,03/09/2020,1.05,-3.09,-0.601,6.61,12.4,-8.74,-19.8,8.2,4.32
3400,03/09/2020,0.932,-2.98,0.328,7.91,13.8,-0.127,-15.7,10.7,8.15
3600,03/09/2020,-1.28,-6.29,-3.71,0.155,11.8,-4.05,-21,6.06,1.45
4400,03/09/2020,-6.5,-17.9,-42.5,-11.4,2.64,33.3,-31.8,1.23,0.679
900,03/10/2020,-2.66,-7.25,-12.4,10.5,10.8,-7.55,-38.2,10.4,10.2
2500,03/10/2020,2.05,-4.29,-3.82,10.2,18.4,-8.13,-21.9,13.2,8.42
3400,03/10/2020,0.977,-3.58,-0.18,10.1,19.7,-0.882,-21.5,14.6,10.3
3600,03/10/2020,-2,-5.27,-7.49,0.55,15.6,-4.69,-26.7,8.09,2.18
4400,03/10/2020,-5.36,-5.98,-53.3,-7.59,8.42,41.1,-30.6,0.627,-5.27
900,03/11/2020,-3.47,-8.08,-13.8,8.07,12.8,-14.4,-36.3,10.5,9.09
2500,03/11/2020,-0.121,-5.85,-7.49,8.24,18.4,-10.9,-25.7,11.7,5.41
3400,03/11/2020,0.103,-4.54,-4.54,9.32,21.2,-3.01,-24.3,14.4,8.63
3600,03/11/2020,-2.28,-5.7,-11.6,-0.224,18.1,-5.57,-27,8.79,1.43
4400,03/11/2020,-7.29,-7.51,-56.1,-3.86,5.79,15.6,-31.4,1.39,-1.43
900,03/12/2020,-1.25,-7.49,-17.3,13.2,27.7,-15.5,-38.6,18.7,12.3
2500,03/12/2020,2.12,-8.41,-18.8,10.9,34,-14,-30.2,20.6,7.33
3400,03/12/2020,1.34,-5.78,-7.73,10.6,32.9,-4.77,-25.4,19.3,7.63
3600,03/12/2020,-0.895,-7.62,-14.6,2.44,30.5,-4.29,-28.4,15.4,3.08
4400,03/12/2020,-6.92,-8.93,-54,2.61,14.9,17.8,-36.4,14.6,15.7
900,03/13/2020,0.195,-9.77,-21.6,15.8,44.1,-13.4,-40.2,26,12.7
2500,03/13/2020,3.6,-13.1,-26.8,10.2,50.8,-13.5,-31.9,29.2,7.33
3400,03/13/2020,2.64,-8.05,-12.4,10.3,47.6,-5.95,-28.6,26.1,7.6
3600,03/13/2020,0.629,-9.84,-18.3,4.25,45.1,-5.65,-32.2,22.2,3.37
4400,03/13/2020,-6.1,-10.9,-54.1,7.42,33.6,3.21,-47.2,24.4,16.4
900,03/14/2020,-1.33,-16.3,-25.5,8.6,48.7,-14,-41.2,24.5,6.99
2500,03/14/2020,2.56,-19.4,-31.9,4.1,55.7,-11.5,-31.7,29.5,3.11
3400,03/14/2020,1.28,-14,-16.2,5.84,51.5,-7.72,-33.9,26.3,4.44
3600,03/14/2020,-0.0384,-15.6,-23.2,1.88,52.2,-5.8,-35.8,24.1,0.969
4400,03/14/2020,-9.93,-14,-64,2.24,41.2,-1.34,-48.7,28.2,15.9
900,03/15/2020,-1.07,-22.2,-28.7,5.59,53.7,-12.6,-43.7,26,6.15
2500,03/15/2020,-0.208,-24.7,-37.2,-1.16,54.8,-8.32,-36.8,27.4,-0.0387
3400,03/15/2020,-1.31,-20,-24.3,0.178,52.8,-10.2,-37.7,23.8,-0.838
3600,03/15/2020,-1.58,-21,-27.2,-0.975,55.6,-7.74,-39.3,24.8,-0.529
4400,03/15/2020,-11.3,-22.1,-60,-1.16,45.7,3.41,-50.2,26.9,9.51
900,03/16/2020,0.0741,-25.9,-34.8,5.19,69.1,-13.5,-49.8,33,7.13
2500,03/16/2020,0.183,-28.1,-42.1,-1.64,64.4,-16.6,-40.4,32.7,0.592
3400,03/16/2020,0.015,-23.1,-27.3,0.0477,65.7,-13,-43.5,29.4,-1.36
3600,03/16/2020,0.0646,-23.9,-32.8,-1.34,67.9,-13.1,-41.5,31.4,0.945
4400,03/16/2020,-7.96,-25,-61,7.02,58.7,-3.81,-47.5,36.4,16.1
900,03/17/2020,-2.77,-30.9,-37,0.521,71.6,-19.2,-55.5,31.1,2.58
2500,03/17/2020,-2.41,-33.1,-44.6,-7.7,65.4,-23.2,-43.9,30.6,-4.51
3400,03/17/2020,-1.75,-28.3,-29.6,-4.79,67.2,-18.9,-47.7,28.3,-4.58
3600,03/17/2020,-0.983,-29.1,-35.9,-5.23,74.6,-19.2,-46.1,32.7,-1.89
4400,03/17/2020,-9.93,-30.2,-63.4,1.26,63.7,-11,-53.7,38.4,15.6
900,03/18/2020,-5.01,-36.5,-41.8,-3.38,74,-24.8,-59.5,30,-0.874
2500,03/18/2020,-5,-37.7,-48.7,-11.9,65.3,-26.7,-49.4,29.8,-5.94
3400,03/18/2020,-2.98,-33,-32.2,-9.12,69,-24.1,-51.1,27.9,-6.82
3600,03/18/2020,-2.76,-34.6,-42.2,-9.69,77.1,-25.5,-50.7,32.3,-4.61
4400,03/18/2020,-11.2,-38.6,-68.7,-4.79,69.2,-18.3,-56.3,37.1,9.5
900,03/19/2020,-8.92,-42,-49.4,-12.1,67.5,-31.1,-61.8,22.9,-7.38
2500,03/19/2020,-9.55,-43.2,-48.6,-18.7,57.4,-31.2,-54.3,21.8,-12.7
3400,03/19/2020,-6.68,-38.6,-33.7,-16,63.5,-33.9,-55.6,23.3,-10.3
3600,03/19/2020,-6.61,-40.7,-47.2,-17.4,69.8,-32.6,-56.2,25.9,-9.7
4400,03/19/2020,-13.2,-43.8,-71.4,-16,72.1,-25.5,-53.7,30.6,-3.71
900,03/20/2020,-12.3,-49.8,-54.6,-19.5,64.7,-36.7,-66.2,18.6,-11.9
2500,03/20/2020,-12.6,-50,-50.5,-20.8,55.4,-37.6,-58.7,20,-14.4
3400,03/20/2020,-9.95,-45.4,-38.2,-21.5,60.9,-38.7,-59.1,20.1,-14
3600,03/20/2020,-9.71,-46.9,-53.3,-22.9,65,-38,-60.4,22.2,-12.5
4400,03/20/2020,-17.3,-50.3,-69.7,-20.4,64,-32.7,-66.2,29.4,2.68
900,03/21/2020,-14.6,-56.9,-58.5,-21.7,63,-36.3,-69.3,16,-15.2
2500,03/21/2020,-16.4,-57,-53,-25.1,51.2,-37.8,-63.5,17.3,-16
3400,03/21/2020,-12.4,-52.8,-44.8,-27.1,63.1,-40.2,-61.3,18.9,-17.9
3600,03/21/2020,-13.6,-54.8,-58.5,-28.9,59.1,-40.6,-65.8,17.5,-16.3
4400,03/21/2020,-19.1,-60.9,-66.1,-20.9,61.1,-39.9,-64.9,23.5,-3.45
900,03/22/2020,-17,-62.2,-61.2,-25.1,60.5,-37.3,-71.3,12.3,-19.1
2500,03/22/2020,-17.9,-61.8,-54.9,-27.2,47.7,-38.9,-66.9,14.6,-17.7
3400,03/22/2020,-15.6,-59.6,-47.1,-31.8,55.9,-40.2,-64.5,13.5,-21.7
3600,03/22/2020,-15.8,-60.2,-63.7,-32.8,53.4,-40.5,-69,13.3,-19.2
4400,03/22/2020,-23.5,-67.1,-77.8,-21.7,53.2,-47.1,-72.1,22.6,-0.22
900,03/23/2020,-22.4,-67.4,-61.3,-30.9,47.3,-46.7,-72.5,3.97,-23.7
2500,03/23/2020,-20.9,-65.3,-58.4,-29.8,41.2,-45.4,-69.3,10.4,-19.8
3400,03/23/2020,-21.5,-64,-49.8,-37.4,40.6,-48.5,-65.9,3.73,-26.6
3600,03/23/2020,-22,-63.6,-67.6,-38.9,39.3,-47.8,-72.6,3.25,-25.4
4400,03/23/2020,-29.9,-71.2,-80.5,-35.2,44.1,-51.3,-75.1,10.4,-13.7
900,03/24/2020,-24.8,-69.5,-63.9,-33.4,40.1,-51,-71.9,0.146,-25.6
2500,03/24/2020,-24.4,-66.7,-63.6,-32.3,35.4,-49.7,-73.4,6.74,-21.3
3400,03/24/2020,-24.5,-65.5,-54.6,-40.1,35.1,-53.8,-67.5,-0.465,-29.6
3600,03/24/2020,-25.6,-65.9,-72.1,-41.4,31.2,-53.9,-74.9,-1.58,-27.9
4400,03/24/2020,-32.6,-73.8,-78.8,-37.6,37.1,-55.5,-75,4.78,-18.3
900,03/25/2020,-26.7,-70.3,-65.4,-35.2,34.2,-51.3,-73.7,-3.39,-27.6
2500,03/25/2020,-27.2,-67.7,-68.2,-34.4,31.6,-55.6,-75.2,2.27,-25.7
3400,03/25/2020,-27.2,-66.2,-57.7,-42.4,30.1,-56.8,-68.8,-4.46,-32.8
3600,03/25/2020,-28.3,-67.1,-72.7,-43,25.1,-57,-77,-5.6,-30.2
4400,03/25/2020,-33.9,-74.7,-74.4,-41.3,28.9,-59.6,-71.9,-0.399,-22.1
900,03/26/2020,-28.9,-70.8,-63.5,-35.8,29.3,-53.2,-75.2,-6.13,-28.8
2500,03/26/2020,-30.2,-67.8,-69.7,-36.6,26.3,-59.8,-77.1,-1.57,-28.1
3400,03/26/2020,-29.3,-67.1,-60.2,-44,24.8,-58.9,-71,-7.65,-34.3
3600,03/26/2020,-30.2,-67.5,-73,-43.9,20.5,-60.8,-79.2,-8.64,-32.1
4400,03/26/2020,-36,-75.6,-67.5,-41.7,22.3,-63.8,-77.3,-4.48,-24.5
900,03/27/2020,-32.4,-70.8,-65.1,-38.4,16.6,-57,-76.6,-12.9,-31.7
2500,03/27/2020,-35,-67.8,-71.5,-41.8,11.1,-57.3,-78.7,-11.6,-32.8
3400,03/27/2020,-32.8,-67.4,-62.1,-45.8,12.2,-61.7,-72.6,-14.4,-36.3
3600,03/27/2020,-33.8,-68.2,-74.5,-46,9.88,-63.6,-79.9,-14.6,-34.3
4400,03/27/2020,-39.3,-76.6,-63.4,-46.2,11.6,-67.9,-73.5,-13.3,-33.2
900,03/28/2020,-35.2,-70.7,-68.3,-41.7,13.6,-58,-78.9,-16.8,-35.9
2500,03/28/2020,-36.7,-67.5,-74.9,-44.1,8.42,-60.4,-80.7,-15.2,-36.7
3400,03/28/2020,-36,-67.9,-63.1,-47.4,3.18,-62.6,-73,-20.8,-40.3
3600,03/28/2020,-35.6,-68,-75.1,-47.1,6.8,-63.9,-80,-17.5,-36.9
4400,03/28/2020,-40.5,-75.4,-59.8,-49.3,6.19,-72.1,-79.2,-15.2,-31.9
900,03/29/2020,-37,-71.2,-69.6,-42,9.84,-57.9,-79.5,-18.6,-36.9
2500,03/29/2020,-38,-67.8,-76.1,-44.4,6.95,-60.5,-83,-16.4,-37.9
3400,03/29/2020,-36,-67.8,-63.1,-47.1,5.15,-62.4,-72.1,-19.9,-40.3
3600,03/29/2020,-36.7,-68,-74.6,-47.8,6.1,-64.8,-80.6,-19.1,-39.1
4400,03/29/2020,-41,-76,-56.6,-49,9.69,-76.3,-75.7,-16.1,-35.7
900,03/30/2020,-36.9,-71,-72.5,-41.3,12.9,-58.3,-79.4,-17.8,-37.1
2500,03/30/2020,-39.5,-67.5,-77.3,-44.9,5.31,-61.4,-84.4,-18.6,-40.3
3400,03/30/2020,-34.6,-67.2,-62.8,-45.6,9.84,-62.2,-72.7,-17.2,-39
3600,03/30/2020,-35.7,-68.2,-73.6,-46.2,9.19,-63.7,-81.1,-16.5,-37
4400,03/30/2020,-39.9,-75,-54.3,-47,8.16,-72.4,-75.2,-13.2,-30.5
900,03/31/2020,-36.8,-70.5,-70.2,-41.1,14.6,-59.8,-81,-17,-37
2500,03/31/2020,-38.2,-67,-76.8,-43.2,7.63,-60.8,-83.6,-17.9,-40.9
3400,03/31/2020,-33.7,-67,-63.5,-44.6,11.5,-61.8,-73.4,-15.8,-38
3600,03/31/2020,-34.9,-68.1,-73,-45.6,10,-64,-81.2,-15.7,-36
4400,03/31/2020,-39.1,-75.3,-62.4,-46.1,7.82,-68.5,-73.8,-15.3,-33.6
900,04/01/2020,-37,-70.5,-69.8,-40.6,15.6,-61.9,-80.3,-16.7,-36.9
2500,04/01/2020,-37,-66.9,-71.2,-41.5,10.1,-59.5,-81.1,-15.5,-38.8
3400,04/01/2020,-33,-67,-65.1,-43.4,13.4,-62,-71.9,-14.2,-36.7
3600,04/01/2020,-34.2,-67.7,-70.6,-44.5,11.4,-63.5,-79,-14.4,-34.8
4400,04/01/2020,-40.3,-74.5,-65.3,-45.2,6.9,-64.6,-80.1,-15.7,-33.2
900,04/02/2020,-36.6,-70.4,-69.6,-40.2,18.4,-60.2,-80.2,-15.5,-36.8
2500,04/02/2020,-35.9,-67.3,-69.6,-39.7,13.1,-58.4,-80.2,-13.3,-37.2
3400,04/02/2020,-32,-66.5,-66.4,-42.4,15.6,-62.3,-71.6,-12.5,-35.3
3600,04/02/2020,-34.1,-67.6,-72.1,-43.7,13,-64.3,-77.9,-13,-33.5
4400,04/02/2020,-41.2,-74.6,-68.2,-46.7,7.44,-60.7,-80.3,-14.9,-31.9
900,04/03/2020,-36.3,-70.4,-69,-40.2,19.7,-61,-79.6,-15,-36.8
2500,04/03/2020,-34.4,-66.9,-69.4,-38.1,16.2,-60.9,-79.1,-11.2,-36
3400,04/03/2020,-30.8,-65.8,-66,-41.3,18,-62.6,-69.8,-11.2,-34.9
3600,04/03/2020,-33,-67.4,-72.2,-42.9,15,-63.8,-77.7,-12.2,-33.6
4400,04/03/2020,-40.7,-74.1,-71.1,-45.9,12.4,-56.8,-79.9,-15.9,-36.3
900,04/04/2020,-36,-70.4,-67.4,-40.8,18.6,-60.1,-79.7,-15.6,-37
2500,04/04/2020,-33.4,-67,-69.2,-36.6,18.9,-61,-78.7,-8.15,-33.3
3400,04/04/2020,-30.2,-64.9,-65.8,-41.3,18.3,-63.2,-70,-10.7,-34.1
3600,04/04/2020,-32.8,-67.2,-73.5,-43,15.6,-64.4,-78.1,-11.6,-32.9
4400,04/04/2020,-40.3,-73.6,-74,-45.9,15.4,-52.9,-80,-16,-38.7
900,04/05/2020,-34.9,-69.4,-67.1,-40.9,21.4,-60.2,-79,-15,-37.1
2500,04/05/2020,-32.6,-66.9,-69.8,-36.6,20.6,-61.8,-76.7,-7.23,-32.7
3400,04/05/2020,-29.5,-63.7,-66.3,-40.3,19.2,-62.9,-70.4,-9.58,-32.7
3600,04/05/2020,-32.2,-67.1,-73.5,-41.9,16.7,-64.1,-78.1,-10.2,-31.2
4400,04/05/2020,-39.6,-71.6,-76.9,-45.3,12.4,-49.1,-80.9,-16.2,-37
900,04/06/2020,-34.2,-68.7,-66.1,-41.6,21.3,-60.8,-78.7,-15.6,-37.7
2500,04/06/2020,-31.8,-66.7,-69.8,-35.9,21.9,-59.7,-76,-5.63,-30.6
3400,04/06/2020,-29.2,-63.8,-64.9,-40,19.7,-62.6,-70.2,-8.74,-31.5
3600,04/06/2020,-32.2,-67.1,-73.7,-41.5,17.3,-65.4,-78.5,-10.1,-31.3
4400,04/06/2020,-40.6,-71.6,-77.5,-46.3,11.7,-51.5,-81.9,-19,-40.4
900,04/07/2020,-34.5,-69.5,-68,-41.1,22.8,-60.4,-78.7,-15.4,-37.9
2500,04/07/2020,-31.5,-67,-70.2,-35.2,22.3,-60.8,-76.5,-4.42,-28.7
3400,04/07/2020,-29.3,-63.9,-65.2,-39.1,20.5,-62.4,-71.1,-8.38,-31.2
3600,04/07/2020,-32,-66.5,-73.6,-40.9,18,-65.9,-78.8,-9.67,-31
4400,04/07/2020,-40.7,-71.6,-78.6,-47.7,12.7,-50.6,-83,-15.9,-36
900,04/08/2020,-34,-69.4,-69.9,-41,24.6,-62.1,-80.4,-13.7,-36.6
2500,04/08/2020,-30.4,-66.8,-75.6,-33.6,23.7,-61.6,-77.8,-2.62,-27.1
3400,04/08/2020,-29.1,-63.5,-63.6,-38,21.4,-63.6,-74.1,-7.1,-29.8
3600,04/08/2020,-31.9,-66.7,-76.6,-40.5,18.4,-66.5,-80.6,-9.41,-30.9
4400,04/08/2020,-42.5,-72.5,-79.5,-47.7,20,-54.3,-84.9,-22.5,-46
900,04/09/2020,-34,-69.7,-70.3,-40.4,26,-64.2,-81.8,-12.7,-35.7
2500,04/09/2020,-30,-66.2,-79,-33.7,24.8,-61.4,-78.4,-0.88,-25.2
3400,04/09/2020,-29.1,-63.1,-61,-37.3,22.2,-65,-74.7,-6.4,-29.3
3600,04/09/2020,-31.2,-66,-76.1,-40,19.7,-66.3,-81.2,-8.75,-30.7
4400,04/09/2020,-42.2,-72.9,-80.3,-46.1,18.1,-55.3,-84,-23.1,-46
900,04/10/2020,-33.5,-70.1,-70.3,-37.9,30.1,-64.4,-82.2,-9.75,-33.7
2500,04/10/2020,-28.8,-65.6,-80.5,-33.9,29.2,-62.1,-79.5,2.46,-22.6
3400,04/10/2020,-29.3,-63,-61.2,-37.5,24.3,-65.5,-76.9,-5.24,-29
3600,04/10/2020,-31.5,-65.9,-77.1,-39.6,22.3,-67.5,-82.3,-7.64,-30.7
4400,04/10/2020,-40.3,-72.4,-81.2,-48.4,21.9,-61.6,-89.3,-21,-43.8
900,04/11/2020,-33,-69.8,-70.4,-36.9,33.1,-64.1,-82.2,-7.44,-31.9
2500,04/11/2020,-27.9,-65.1,-81.9,-33.5,32.4,-54.6,-79.8,4.29,-22.1
3400,04/11/2020,-28.8,-62.6,-59.7,-36.4,26,-65.4,-77.1,-3.7,-27.8
3600,04/11/2020,-31.1,-65.7,-76.3,-38.9,23.8,-67.6,-82.4,-6.73,-30.5
4400,04/11/2020,-41.1,-72.9,-82,-48.7,24.3,-64.3,-90,-18.8,-42.1
900,04/12/2020,-35.8,-71,-70.9,-41.3,24,-64.8,-83,-13.1,-35.5
2500,04/12/2020,-30.5,-66.2,-82.6,-37.4,23.9,-55.4,-79.9,-2.16,-26
3400,04/12/2020,-31.4,-63.8,-59,-40.2,17,-65.5,-78.1,-9.8,-31.7
3600,04/12/2020,-33.4,-66.2,-77.3,-42.2,14.7,-67.6,-82.5,-13.3,-34.8
4400,04/12/2020,-44.6,-74.6,-82.9,-53.7,17.7,-66.8,-90.9,-25,-47
900,04/13/2020,-37.4,-72.2,-72.7,-41.4,19.6,-65.7,-84.5,-14.1,-34.8
2500,04/13/2020,-31.4,-66.6,-82.1,-38.7,21,-58.3,-79.9,-3.4,-26.1
3400,04/13/2020,-32.5,-64.2,-59.9,-40.7,12.6,-67.4,-78.8,-11.9,-32.1
3600,04/13/2020,-34.1,-66.3,-78.4,-42.8,11.9,-67.7,-82.4,-14.7,-35.3
4400,04/13/2020,-44,-75,-81.2,-53.6,15.1,-66.5,-90.9,-24.9,-45.8
900,04/14/2020,-36.8,-71.4,-74.4,-40.7,21.3,-66.2,-84.4,-13,-34.2
2500,04/14/2020,-30.5,-65.9,-80.3,-37.9,23.7,-57.1,-79.9,-1.36,-24.3
3400,04/14/2020,-31.8,-63.6,-58.6,-40,13.7,-66.7,-78.5,-10.2,-30.1
3600,04/14/2020,-33.5,-66.3,-78.8,-42.2,12.9,-66.5,-82.3,-13.3,-33.7
4400,04/14/2020,-43.5,-75,-80.5,-53.2,16.2,-66.2,-90.9,-25.1,-46.1
900,04/15/2020,-35.7,-71.1,-74.1,-38.9,22.5,-61.2,-83.5,-12,-32.8
2500,04/15/2020,-29.5,-65.5,-77.9,-38,24.3,-53.5,-81.9,-0.668,-22.9
3400,04/15/2020,-30,-63,-57.2,-37.9,14.6,-62.8,-76.7,-8.21,-27.2
3600,04/15/2020,-31.1,-65.1,-77.7,-39.6,14.7,-63.8,-82.5,-10.3,-29.8
4400,04/15/2020,-41.8,-74.4,-80.2,-51.2,11.6,-65.9,-90.1,-15.1,-32.3
900,04/16/2020,-34.5,-71.1,-75.7,-37.7,20.7,-57.4,-80.9,-12.2,-31.9
2500,04/16/2020,-28.4,-64.8,-75.9,-35.7,23,-50.5,-82.8,-0.0066,-20.2
3400,04/16/2020,-28.6,-62.9,-58.8,-36,13.9,-60.5,-76.2,-7.02,-24.4
3600,04/16/2020,-30,-65.1,-76.3,-37.6,14.2,-62.4,-82,-8.84,-26.8
4400,04/16/2020,-41.8,-73.5,-80.3,-50.3,10.3,-65.6,-91.4,-14,-29.6
900,04/17/2020,-33.7,-71,-74.8,-38,16.8,-54.5,-80.8,-12.6,-30.4
2500,04/17/2020,-28.4,-64.6,-76,-34.2,18.9,-50,-83.6,-1.95,-20.3
3400,04/17/2020,-27.1,-62.2,-57.9,-34.2,10.8,-58.1,-75.9,-6.71,-21.4
3600,04/17/2020,-28.5,-64.5,-75.5,-35.9,11.4,-61.1,-81.4,-8.01,-23.4
4400,04/17/2020,-42.3,-74,-81.7,-46,4.17,-65.3,-91.4,-11.9,-23.4
900,04/18/2020,-33.4,-71.1,-76.3,-37.1,11.7,-55.5,-80.3,-13.8,-29.8
2500,04/18/2020,-29.6,-64.8,-75.8,-34.3,10.5,-56.1,-83.3,-6.51,-21.5
3400,04/18/2020,-26.5,-61.9,-59.7,-33.6,6.75,-57.4,-74.9,-7.46,-19.8
3600,04/18/2020,-27.8,-64.2,-76,-34.5,7.47,-59.7,-81.1,-8.25,-21.2
4400,04/18/2020,-43,-74.1,-81.9,-46.6,-3.69,-65,-92.1,-15,-23.3
900,04/19/2020,-31.6,-70.1,-75.8,-35.5,12.1,-53.2,-79.4,-11.4,-26.9
2500,04/19/2020,-26.8,-62.6,-74.4,-31.8,12.5,-55.2,-84.1,-2.58,-16.8
3400,04/19/2020,-23.9,-60.3,-60.4,-31.6,8.31,-55.8,-73.1,-4.65,-16.4
3600,04/19/2020,-25.4,-62.9,-76,-33.2,9.07,-58.6,-80.8,-5.07,-17.2
4400,04/19/2020,-39.5,-72.7,-78.1,-44.1,-0.576,-64.7,-91.9,-9.86,-18
900,04/20/2020,-29.9,-69,-75.1,-34.7,11.6,-49.3,-78.8,-10.6,-25.7
2500,04/20/2020,-26.7,-61.1,-73.6,-33,6.26,-52.3,-84.8,-5.35,-17.1
3400,04/20/2020,-22.7,-59.2,-60.1,-31,5.94,-52.3,-72.9,-5.13,-15.4
3600,04/20/2020,-23.9,-61.5,-74.5,-31.7,5.67,-56.4,-80.9,-5.25,-15.1
4400,04/20/2020,-38.3,-71.5,-78.2,-44.4,-3.42,-65.5,-92.3,-9.07,-14.5
900,04/21/2020,-27.5,-68.7,-71.6,-29.5,18.4,-46.9,-79.6,-5.2,-20.9
2500,04/21/2020,-23,-59.9,-73.7,-26.2,16.5,-53,-84.1,3.47,-9.31
3400,04/21/2020,-19.5,-58.7,-60.1,-24.6,13,-52.3,-72.4,1.34,-9.22
3600,04/21/2020,-20.8,-60.6,-73.5,-25.9,12.7,-56.1,-80.9,1.11,-9.08
4400,04/21/2020,-36.3,-71,-76.4,-39.7,2.53,-66.3,-89.2,-2.81,-8.09
900,04/22/2020,-27.9,-68.3,-70.5,-29.8,17.4,-52.4,-78.2,-5.68,-21.1
2500,04/22/2020,-23.1,-59.5,-75.7,-24.2,15.2,-54.3,-83.4,3.28,-8.83
3400,04/22/2020,-19.5,-59.1,-61.6,-26.3,14,-51.8,-72.6,0.691,-10.8
3600,04/22/2020,-22.1,-61.2,-75.4,-27.1,12.2,-58.9,-81.1,-0.348,-11
4400,04/22/2020,-31.9,-70.2,-78.4,-39.6,5.87,-67.1,-88.8,7.04,8.19
900,04/23/2020,-29.2,-67.5,-71.4,-31.6,15.6,-58,-80.9,-7.06,-22.1
2500,04/23/2020,-23.3,-59.3,-74.9,-24.1,13.2,-53.7,-81.7,2.89,-7.69
3400,04/23/2020,-20.5,-60.2,-61.8,-27.6,14.9,-52.3,-72.8,-0.283,-13
3600,04/23/2020,-22.8,-61.5,-77.9,-28.5,12.4,-57.7,-81.8,-1.26,-12.5
4400,04/23/2020,-29.8,-69.7,-77.8,-41.6,10.6,-67.9,-81.9,7.88,5.75
900,04/24/2020,-29.9,-66.4,-70,-31.9,14.5,-61.6,-81.5,-8.7,-23.8
2500,04/24/2020,-23.8,-59.2,-73,-23.6,12.3,-56,-79.5,2.36,-7.64
3400,04/24/2020,-21.9,-61.1,-62.3,-28.8,14.9,-52.2,-72.9,-2.01,-15.7
3600,04/24/2020,-23.5,-62,-78.1,-29.6,12.7,-57.5,-81.8,-2.31,-14.3
4400,04/24/2020,-30.5,-68.6,-80.3,-43.7,10.9,-68.7,-75.7,5.55,1.53
900,04/25/2020,-30,-64.4,-66.9,-33.9,15.3,-61.4,-82.3,-9.82,-25.3
2500,04/25/2020,-22.5,-55.3,-72.6,-23.4,15,-56.7,-78.5,4.66,-5.39
3400,04/25/2020,-21.9,-60.9,-62.2,-29.3,18.9,-53,-73.6,-0.709,-15.9
3600,04/25/2020,-23.6,-61.4,-77.3,-30.6,14.7,-57.9,-81.6,-2.42,-15.5
4400,04/25/2020,-29,-66.9,-80.7,-41.9,10.2,-69.5,-75.4,6.34,3.75
900,04/26/2020,-29.7,-63.7,-68,-30.6,23.7,-63.9,-82,-5.95,-23.6
2500,04/26/2020,-22,-55,-73,-18.9,22.6,-58,-79.2,8.83,-4.02
3400,04/26/2020,-21.8,-61.2,-62.3,-26.2,28.2,-54,-74.7,3.55,-14.8
3600,04/26/2020,-23.5,-60.9,-76.7,-27.2,22.6,-58.9,-82.5,1.47,-14.3
4400,04/26/2020,-27.3,-67.4,-81.2,-39.2,13.6,-70.3,-76.8,8.17,4.89
900,04/27/2020,-29.1,-63.5,-68.1,-28.5,30.9,-65.4,-81.8,-3.1,-22.3
2500,04/27/2020,-20.5,-55.6,-72.5,-12.9,33.6,-58.7,-79,14.6,-2.11
3400,04/27/2020,-20.6,-61.2,-62.1,-23.2,38.9,-54.7,-74.5,8.64,-12.8
3600,04/27/2020,-22.5,-60.7,-76.6,-25.6,31.7,-59.2,-82.1,5.47,-13.3
4400,04/27/2020,-27.1,-67.4,-81.8,-38.2,21.8,-69.4,-74.5,9.2,1.14
900,04/28/2020,-30.3,-63.9,-70.2,-33.1,19.8,-65.7,-81.4,-8.29,-24.5
2500,04/28/2020,-23.3,-56.9,-73.5,-19.8,18.5,-57.2,-79.4,4.78,-7.95
3400,04/28/2020,-22.8,-61.5,-62.8,-28.7,28.5,-55,-75.1,1.66,-17.6
3600,04/28/2020,-24.7,-61.2,-77.4,-30.3,21.8,-59.5,-82.2,-1.35,-18.1
4400,04/28/2020,-27.7,-67.2,-80.2,-39.8,11.6,-68.6,-79.2,4.74,0.485
900,04/29/2020,-29,-63.9,-68.5,-32.1,20.2,-63.1,-82.1,-6.7,-22.5
2500,04/29/2020,-22.7,-56.2,-72.3,-17.5,20.3,-59.6,-79,7.08,-4.95
